STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG	ANNOTATOR	ANNOTATION_DATE
Target safety		disease	critical for cardiomyocyte function	http://www.ebi.ac.uk/efo/EFO_1001482	Irene Lopez	2021-11-02 12:00:00
Genomics England Panel App		disease	Crouzon Syndrome	http://www.orpha.net/ORDO/Orphanet_207	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Crouzon syndrome with acanthosis nigricans	http://www.orpha.net/ORDO/Orphanet_93262	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Cryptorchidism, unilateral or bilateral	http://www.ebi.ac.uk/efo/EFO_0004562	Gautier Koscielny	2017-06-06 12:00:00
PheWAS Catalog		disease	Crystal arthropathies	http://www.ebi.ac.uk/efo/EFO_1000999	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
ClinVar		disease	Culler-Jones syndrome	http://www.orpha.net/ORDO/Orphanet_420584	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Currarino syndrome	http://www.orpha.net/ORDO/Orphanet_1552	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Curvature of spine	http://purl.obolibrary.org/obo/HP_0000925	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
ClinVar		disease	Cutaneous telangiectasia and cancer syndrome, familial	http://www.orpha.net/ORDO/Orphanet_313846	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Cutis laxa, autosomal dominant 3	http://www.orpha.net/ORDO/Orphanet_90348	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	CVID	http://www.orpha.net/ORDO/Orphanet_1572	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Cyanosis, transient neonatal	http://www.orpha.net/ORDO/Orphanet_280615	Gautier Koscielny	2017-06-06 12:00:00
PheWAS Catalog		disease	Cyst and pseudocyst of pancreas	http://purl.obolibrary.org/obo/HP_0001737	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Cyst and pseudocyst of pancreas	http://purl.obolibrary.org/obo/HP_0005206	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Cyst of kidney, acquired	http://www.ebi.ac.uk/efo/EFO_0008619	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Cyst or abscess of Bartholin's gland	http://www.ebi.ac.uk/efo/EFO_0009469	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	Cystic Fibrosis	http://www.orpha.net/ORDO/Orphanet_586	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Cystic kidney disease	http://www.ebi.ac.uk/efo/EFO_0008615	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Cystic mastopathy	http://www.ebi.ac.uk/efo/EFO_0003014	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	Cystinosis, nephropathic	http://www.orpha.net/ORDO/Orphanet_213	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Cystinosis, ocular nonnephropathic	http://www.orpha.net/ORDO/Orphanet_213	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Cystinuria	http://www.orpha.net/ORDO/Orphanet_214	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
PheWAS Catalog		disease	Cystitis	http://www.ebi.ac.uk/efo/EFO_1000025	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Cystitis and urethritis	http://www.ebi.ac.uk/efo/EFO_0003878	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Cystitis and urethritis	http://www.ebi.ac.uk/efo/EFO_1000025	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Cystoid macular degeneration of retina	http://www.ebi.ac.uk/efo/EFO_0009606	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
PheWAS Catalog		disease	Cysts of the jaws	http://purl.obolibrary.org/obo/HP_0030791	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Genomics England Panel App		disease	Cytochrome c oxidase deficiency	http://www.orpha.net/ORDO/Orphanet_254905	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Czech dysplasia metatarsal type	http://www.orpha.net/ORDO/Orphanet_137678	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	D-2-hydroxyglutaric aciduria	http://www.orpha.net/ORDO/Orphanet_79315	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	D-2-hydroxyglutaric aciduria 2	http://www.orpha.net/ORDO/Orphanet_79315	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	D-glyceric aciduria	http://www.orpha.net/ORDO/Orphanet_941	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Dandy-Walker like malformation with atrioventricular septal defect	http://www.orpha.net/ORDO/Orphanet_7	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Danon disease	http://www.orpha.net/ORDO/Orphanet_34587	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	De Sanctis-Cacchione syndrome	http://www.orpha.net/ORDO/Orphanet_1569	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Target safety		disease	deafness	http://www.ebi.ac.uk/efo/EFO_0001063	Irene Lopez	2021-11-02 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 10	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 11	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 13	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 15	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 17	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 20/26	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 22	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 23	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 28	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Deafness, autosomal dominant 2b	http://www.orpha.net/ORDO/Orphanet_90635	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 36	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 3A	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Deafness, autosomal dominant 3b	http://www.orpha.net/ORDO/Orphanet_90635	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 41	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Deafness, autosomal dominant 4b	http://www.orpha.net/ORDO/Orphanet_90635	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 5	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 6/14/38	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 8/12	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal dominant 9	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Deafness, autosomal dominant nonsyndromic sensorineural 17	http://www.orpha.net/ORDO/Orphanet_90635	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 102	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 103	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 12	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 15	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 16	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Deafness, autosomal recessive 18b	http://www.orpha.net/ORDO/Orphanet_90636	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 1A	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Deafness, autosomal recessive 1b	http://www.orpha.net/ORDO/Orphanet_90636	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 2	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 21	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 23	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 24	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 25	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 28	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 29	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 3	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 30	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 31	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 35	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Deafness, autosomal recessive 36, with or without vestibular involvement	http://www.orpha.net/ORDO/Orphanet_90636	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 37	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 42	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 48	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 49	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 53	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 59	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 6	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 63	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 67	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 7	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 70	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 74	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 77	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 79	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 8/10	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Deafness, autosomal recessive 84b	http://www.orpha.net/ORDO/Orphanet_90636	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 89	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 9	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 91	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, autosomal recessive 93	http://www.orpha.net/ORDO/Orphanet_90636	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
ClinVar		disease	Deafness, congenital, with onychodystrophy, autosomal dominant	http://www.orpha.net/ORDO/Orphanet_3231	Gautier Koscielny	2017-06-06 12:00:00
ClinVar		disease	Deafness, congenital, with onychodystrophy, autosomal dominant	http://www.orpha.net/ORDO/Orphanet_79499	Gautier Koscielny	2017-06-06 12:00:00
Genomics England Panel App		disease	DEAFNESS, NONSYNDROMIC SENSORINEURAL, MITOCHONDRIAL	http://www.orpha.net/ORDO/Orphanet_90641	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, X-linked 1	http://www.orpha.net/ORDO/Orphanet_90625	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, X-linked 2	http://www.orpha.net/ORDO/Orphanet_383	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, X-linked 4	http://www.orpha.net/ORDO/Orphanet_90625	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness, X-linked 6	http://www.orpha.net/ORDO/Orphanet_90625	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Genomics England Panel App		disease	Deafness,autosomal dominant 23	http://www.orpha.net/ORDO/Orphanet_90635	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24 12:00:00
Target safety		disease	death	http://www.ebi.ac.uk/efo/EFO_0000480	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased aggression	http://www.ebi.ac.uk/efo/EFO_0003015	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased anxiety	http://www.ebi.ac.uk/efo/EFO_0009874	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased appetite	http://purl.obolibrary.org/obo/HP_0100738	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased attention	http://purl.obolibrary.org/obo/NCIT_C117245	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased blood calcium	http://purl.obolibrary.org/obo/HP_0002901	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased blood glucose	http://purl.obolibrary.org/obo/HP_0001943	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased blood insulin	http://purl.obolibrary.org/obo/HP_0040216	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased blood phosphate	http://purl.obolibrary.org/obo/HP_0002148	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased blood potassium	http://purl.obolibrary.org/obo/HP_0002900	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased blood pressure	http://www.ebi.ac.uk/efo/EFO_0005251	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased blood volume	http://purl.obolibrary.org/obo/HP_0011106	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased body temperature	http://purl.obolibrary.org/obo/HP_0002045	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased body weight	http://www.ebi.ac.uk/efo/EFO_0005245	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased bone marrow erythropoiesis	http://purl.obolibrary.org/obo/HP_0010972	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased bone mass	http://www.ebi.ac.uk/efo/EFO_0009877	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased cardiac action potential duration	http://purl.obolibrary.org/obo/GO_0098901	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased cardiac conduction	http://www.ebi.ac.uk/efo/EFO_1001497	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased cardiac conduction (PR interval)	http://www.ebi.ac.uk/efo/EFO_1001497	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased cardiac contractility	http://purl.obolibrary.org/obo/GO_0045822	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased cardiac output	http://www.ebi.ac.uk/efo/EFO_0009872	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased cognitive function	http://purl.obolibrary.org/obo/HP_0100543	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased convulsions	http://www.ebi.ac.uk/efo/EFO_0009853	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased drinking	http://purl.obolibrary.org/obo/HP_0025382	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased eating	http://purl.obolibrary.org/obo/HP_0100738	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased female fertility	http://www.ebi.ac.uk/efo/EFO_0008560	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased food intake	http://purl.obolibrary.org/obo/HP_0100738	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased gastric acid secretion	http://purl.obolibrary.org/obo/GO_0060455	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased gastric emptying	http://purl.obolibrary.org/obo/GO_0120061	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased gastrointestinal motility	http://purl.obolibrary.org/obo/HP_0002579	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased gastrointestinal transit	http://purl.obolibrary.org/obo/HP_0030897	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased gonadotrophic hormones	http://purl.obolibrary.org/obo/GO_0032277	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased heart rate	http://purl.obolibrary.org/obo/HP_0001662	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased inflammation	http://purl.obolibrary.org/obo/GO_0050728	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased insulin release	http://purl.obolibrary.org/obo/HP_0040216	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased intestinal transit	http://purl.obolibrary.org/obo/HP_0030897	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased leukocyte activation	http://purl.obolibrary.org/obo/GO_0002695	Irene Lopez	2021-11-02 12:00:00
PheWAS Catalog		disease	Decreased libido	http://www.ebi.ac.uk/efo/EFO_0004714	Eliseo Papa, Asier Gonzalez	2020-04-07 12:00:00
Target safety		disease	decreased locomotion	http://purl.obolibrary.org/obo/GO_0040013	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased locomotor activity	http://purl.obolibrary.org/obo/GO_0040013	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased memory	http://www.ebi.ac.uk/efo/EFO_0001072	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased mitosis	http://purl.obolibrary.org/obo/GO_0045839	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased motor coordination	http://purl.obolibrary.org/obo/HP_0002275	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased motor strength	http://purl.obolibrary.org/obo/HP_0001324	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased muscle mass	http://purl.obolibrary.org/obo/HP_0003199	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased noradrenaline release and sympathetic neurotransmission	http://purl.obolibrary.org/obo/GO_0061533	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased pain	http://purl.obolibrary.org/obo/GO_1904057	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased pituitary hormone secretion	http://www.ebi.ac.uk/efo/EFO_0001380	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased pituitary hormone secretions	http://www.ebi.ac.uk/efo/EFO_0001380	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased plasma potassium	http://purl.obolibrary.org/obo/HP_0002900	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased plasma renin	http://purl.obolibrary.org/obo/GO_1900134	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased platelet aggregation	http://purl.obolibrary.org/obo/GO_0090331	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased platelets	http://purl.obolibrary.org/obo/HP_0001873	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased PR interval	http://purl.obolibrary.org/obo/HP_0005165	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased pupil diameter	http://purl.obolibrary.org/obo/HP_0000616	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased pupillary reflex	http://purl.obolibrary.org/obo/HP_0030211	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased reflex	http://purl.obolibrary.org/obo/HP_0001265	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased respiratory rate	http://www.ebi.ac.uk/efo/EFO_0009839	Irene Lopez	2021-11-02 12:00:00
Target safety		disease	decreased salivation	http://purl.obolibrary.org/obo/GO_1905747	Irene Lopez	2021-11-02 12:00:00
